V x y Q
71 846 960 0
70 841 959 0
65 811 104 0
72 872 137 0
79 906 779 1
75 895 980 1
76 896 635 1
78 906 139 1
38 457 280 2
35 408 914 2
36 413 468 2
37 437 75 2
7 92 871 3
5 63 651 3
1 29 38 3
8 106 242 3
17 170 800 4
12 128 865 4
15 145 432 4
16 166 38 4
66 816 927 5
64 809 831 5
65 811 104 5
67 822 780 5
69 837 901 6
68 833 806 6
65 811 104 6
70 841 959 6
89 997 647 7
83 926 972 7
86 952 565 7
88 985 190 7
75 895 980 8
73 875 754 8
74 878 223 8
76 896 635 8
59 777 834 9
56 672 598 9
58 742 102 9
60 795 300 9
80 911 855 10
79 906 779 10
78 906 139 10
81 915 816 10
25 308 642 11
23 275 741 11
20 215 341 11
24 301 26 11
62 803 980 12
59 777 834 12
61 803 278 12
63 804 735 12
30 341 255 13
26 309 931 13
28 321 429 13
29 327 244 13
3 38 417 14
2 33 705 14
0 10 19 14
1 29 38 14
12 128 865 15
11 117 728 15
8 106 242 15
13 129 697 15
45 522 921 16
43 498 866 16
44 518 300 16
46 527 849 16
73 875 754 17
71 846 960 17
72 872 137 17
74 878 223 17
82 924 753 18
81 915 816 18
78 906 139 18
84 927 688 18
22 227 974 19
17 170 800 19
21 225 408 19
23 275 741 19
64 809 831 20
63 804 735 20
61 803 278 20
65 811 104 20
32 382 800 21
31 361 582 21
30 341 255 21
33 397 465 21
35 408 914 22
32 382 800 22
34 407 369 22
36 413 468 22
41 481 367 23
39 460 732 23
38 457 280 23
40 463 212 23
27 315 543 24
25 308 642 24
24 301 26 24
28 321 429 24
15 145 432 25
12 128 865 25
13 129 697 25
14 132 348 25
10 112 740 26
9 107 739 26
8 106 242 26
11 117 728 26
53 580 665 27
51 576 572 27
52 576 183 27
54 591 647 27
33 397 465 28
30 341 255 28
24 301 26 28
34 407 369 28
58 742 102 29
37 437 75 29
24 301 26 29
65 811 104 29
43 498 866 30
39 460 732 30
42 497 423 30
44 518 300 30
19 214 476 31
18 171 85 31
16 166 38 31
20 215 341 31
4 41 854 32
2 33 705 32
3 38 417 32
5 63 651 32
86 952 565 33
84 927 688 33
78 906 139 33
87 956 346 33
49 546 449 34
46 527 849 34
47 529 631 34
48 543 436 34
59 777 834 35
45 522 921 35
54 591 647 35
56 672 598 35
26 309 931 36
22 227 974 36
23 275 741 36
25 308 642 36
62 803 980 37
22 227 974 37
35 408 914 37
45 522 921 37
56 672 598 38
54 591 647 38
52 576 183 38
55 655 367 38
85 927 933 39
83 926 972 39
82 924 753 39
84 927 688 39
51 576 572 40
49 546 449 40
44 518 300 40
52 576 183 40
6 69 919 41
4 41 854 41
5 63 651 41
7 92 871 41
54 591 647 42
45 522 921 42
50 569 699 42
53 580 665 42
50 569 699 43
