V x y Q
68 981 918 0
66 949 658 0
67 969 38 0
69 983 516 0
64 928 51 1
38 476 61 1
4 78 47 1
65 930 14 1
39 511 901 2
37 453 366 2
38 476 61 2
40 539 522 2
22 297 303 3
19 278 943 3
20 288 216 3
21 292 196 3
52 766 374 4
50 735 835 4
47 664 443 4
51 736 98 4
30 375 790 5
26 344 853 5
28 363 151 5
29 365 145 5
17 258 884 6
16 247 774 6
14 237 205 6
18 270 600 6
61 866 561 7
57 796 977 7
59 823 442 7
60 849 313 7
5 79 313 8
3 48 711 8
1 17 178 8
4 78 47 8
7 131 969 9
3 48 711 9
6 114 307 9
8 142 835 9
26 344 853 10
24 311 498 10
21 292 196 10
27 347 551 10
66 949 658 11
62 869 695 11
63 892 396 11
64 928 51 11
66 949 658 12
64 928 51 12
65 930 14 12
67 969 38 12
12 218 714 13
9 146 826 13
10 156 440 13
11 164 224 13
3 48 711 14
2 25 775 14
0 16 339 14
1 17 178 14
32 386 324 15
30 375 790 15
29 365 145 15
31 378 207 15
57 796 977 16
7 131 969 16
19 278 943 16
49 707 900 16
33 408 866 17
30 375 790 17
32 386 324 17
34 409 421 17
59 823 442 18
57 796 977 18
56 794 725 18
58 816 437 18
37 453 366 19
33 408 866 19
35 417 706 19
36 439 337 19
55 793 618 20
52 766 374 20
51 736 98 20
58 816 437 20
9 146 826 21
8 142 835 21
6 114 307 21
10 156 440 21
14 237 205 22
12 218 714 22
11 164 224 22
13 225 200 22
25 327 762 23
19 278 943 23
23 303 395 23
24 311 498 23
47 664 443 24
46 606 465 24
38 476 61 24
51 736 98 24
10 156 440 25
6 114 307 25
4 78 47 25
11 164 224 25
48 688 621 26
45 576 810 26
46 606 465 26
47 664 443 26
54 774 872 27
50 735 835 27
53 773 496 27
55 793 618 27
44 576 765 28
42 552 742 28
43 573 403 28
46 606 465 28
59 823 442 29
58 816 437 29
51 736 98 29
60 849 313 29
68 981 918 30
57 796 977 30
62 869 695 30
66 949 658 30
19 278 943 31
17 258 884 31
18 270 600 31
20 288 216 31
28 363 151 32
21 292 196 32
4 78 47 32
29 365 145 32
42 552 742 33
39 511 901 33
40 539 522 33
41 550 611 33
49 707 900 34
45 576 810 34
48 688 621 34
50 735 835 34
20 288 216 35
14 237 205 35
4 78 47 35
21 292 196 35
16 247 774 36
7 131 969 36
9 146 826 36
12 218 714 36
37 453 366 37
36 439 337 37
29 365 145 37
38 476 61 37
34 409 421 38
32 386 324 38
31 378 207 38
36 439 337 38
23 303 395 39
22 297 303 39
21 292 196 39
24 311 498 39
39 511 901 40
19 278 943 40
26 344 853 40
33 408 866 40
45 576 810 41
39 511 901 41
42 552 742 41
44 576 765 41
57 796 977 42
54 774 872 42
55 793 618 42
56 794 725 42
63 892 396 43
61 866 561 43
60 849 313 43
64 928 51 43
57 796 977 44
49 707 900 44
50 735 835 44
54 774 872 44
6 114 307 45
5 79 313 45
4 78 47 45
6 114 307 46
3 48 711 46
5 79 313 46
7 131 969 47
2 25 775 47
3 48 711 47
9 146 826 48
7 131 969 48
8 142 835 48
13 225 200 49
11 164 224 49
4 78 47 49
14 237 205 50
13 225 200 50
4 78 47 50
15 238 503 51
12 218 714 51
14 237 205 51
16 247 774 52
15 238 503 52
14 237 205 52
16 247 774 53
12 218 714 53
15 238 503 53
17 258 884 54
7 131 969 54
16 247 774 54
19 278 943 55
7 131 969 55
17 258 884 55
20 288 216 56
18 270 600 56
14 237 205 56
23 303 395 57
19 278 943 57
22 297 303 57
26 344 853 58
25 327 762 58
24 311 498 58
26 344 853 59
19 278 943 59
25 327 762 59
28 363 151 60
27 347 551 60
21 292 196 60
28 363 151 61
26 344 853 61
27 347 551 61
33 408 866 62
26 344 853 62
30 375 790 62
35 417 706 63
33 408 866 63
34 409 421 63
36 439 337 64
31 378 207 64
29 365 145 64
36 439 337 65
35 417 706 65
34 409 421 65
38 476 61 66
29 365 145 66
4 78 47 66
39 511 901 67
33 408 866 67
37 453 366 67
43 573 403 68
40 539 522 68
38 476 61 68
43 573 403 69
41 550 611 69
40 539 522 69
43 573 403 70
42 552 742 70
41 550 611 70
46 606 465 71
43 573 403 71
38 476 61 71
46 606 465 72
45 576 810 72
44 576 765 72
49 707 900 73
39 511 901 73
45 576 810 73
49 707 900 74
19 278 943 74
39 511 901 74
50 735 835 75
48 688 621 75
47 664 443 75
53 773 496 76
50 735 835 76
52 766 374 76
55 793 618 77
53 773 496 77
52 766 374 77
58 816 437 78
56 794 725 78
55 793 618 78
62 869 695 79
57 796 977 79
61 866 561 79
63 892 396 80
62 869 695 80
61 866 561 80
64 928 51 81
51 736 98 81
38 476 61 81
64 928 51 82
60 849 313 82
51 736 98 82
