V x y Q
46 8938 499 0
25 4472 1417 0
6 1275 804 0
48 9827 71 0
1 180 1814 1
11 2255 2583 1
14 2864 4296 1
4 963 6525 1
23 4463 8645 2
36 6583 6294 2
37 7357 6870 2
29 5355 9583 2
0 136 9796 3
1 180 1814 3
4 963 6525 3
2 507 9025 3
19 3071 4244 4
28 4689 2576 4
32 6201 4201 4
24 4469 6200 4
29 5355 9583 5
7 1574 9998 5
20 3152 9130 5
26 4610 9394 5
38 7470 1845 6
31 5962 2378 6
25 4472 1417 6
44 8624 774 6
23 4463 8645 7
24 4469 6200 7
30 5586 6030 7
36 6583 6294 7
39 7664 4993 8
41 8140 3613 8
49 9871 3735 8
45 8894 6418 8
11 2255 2583 9
8 1799 1278 9
25 4472 1417 9
22 4116 2556 9
48 9827 71 10
47 9689 2843 10
44 8624 774 10
46 8938 499 10
33 6260 3849 11
31 5962 2378 11
40 7873 2588 11
41 8140 3613 11
17 2949 7282 12
21 3773 6989 12
23 4463 8645 12
18 2975 8751 12
28 4689 2576 13
31 5962 2378 13
33 6260 3849 13
32 6201 4201 13
22 4116 2556 14
28 4689 2576 14
19 3071 4244 14
15 2889 3204 14
13 2609 5521 15
19 3071 4244 15
24 4469 6200 15
21 3773 6989 15
4 963 6525 16
9 1918 6999 16
10 1994 8195 16
2 507 9025 16
42 8239 1554 17
44 8624 774 17
47 9689 2843 17
40 7873 2588 17
30 5586 6030 18
24 4469 6200 18
32 6201 4201 18
35 6371 5008 18
13 2609 5521 19
9 1918 6999 19
4 963 6525 19
14 2864 4296 19
37 7357 6870 20
45 8894 6418 20
43 8471 8441 20
29 5355 9583 20
45 8894 6418 21
37 7357 6870 21
36 6583 6294 21
39 7664 4993 21
5 1160 9226 22
10 1994 8195 22
18 2975 8751 22
7 1574 9998 22
41 8140 3613 23
39 7664 4993 23
32 6201 4201 23
33 6260 3849 23
41 8140 3613 24
40 7873 2588 24
47 9689 2843 24
49 9871 3735 24
1 180 1814 25
6 1275 804 25
8 1799 1278 25
11 2255 2583 25
12 2597 7072 26
9 1918 6999 26
13 2609 5521 26
21 3773 6989 26
34 6303 5318 27
35 6371 5008 27
39 7664 4993 27
36 6583 6294 27
20 3152 9130 28
18 2975 8751 28
23 4463 8645 28
26 4610 9394 28
10 1994 8195 29
12 2597 7072 29
17 2949 7282 29
18 2975 8751 29
19 3071 4244 30
14 2864 4296 30
11 2255 2583 30
15 2889 3204 30
22 4116 2556 31
25 4472 1417 31
27 4671 1713 31
28 4689 2576 31
3 905 9844 32
0 136 9796 32
2 507 9025 32
5 1160 9226 32
10 1994 8195 33
5 1160 9226 33
2 507 9025 33
7 1574 9998 34
3 905 9844 34
5 1160 9226 34
7 1574 9998 35
0 136 9796 35
3 905 9844 35
12 2597 7072 36
10 1994 8195 36
9 1918 6999 36
13 2609 5521 37
14 2864 4296 37
19 3071 4244 37
11 2255 2583 38
16 2904 2969 38
15 2889 3204 38
11 2255 2583 39
22 4116 2556 39
16 2904 2969 39
15 2889 3204 40
16 2904 2969 40
22 4116 2556 40
21 3773 6989 41
17 2949 7282 41
12 2597 7072 41
20 3152 9130 42
7 1574 9998 42
18 2975 8751 42
21 3773 6989 43
24 4469 6200 43
23 4463 8645 43
25 4472 1417 44
8 1799 1278 44
6 1275 804 44
29 5355 9583 45
26 4610 9394 45
23 4463 8645 45
31 5962 2378 46
27 4671 1713 46
25 4472 1417 46
31 5962 2378 47
28 4689 2576 47
27 4671 1713 47
30 5586 6030 48
34 6303 5318 48
36 6583 6294 48
35 6371 5008 49
34 6303 5318 49
30 5586 6030 49
31 5962 2378 50
38 7470 1845 50
40 7873 2588 50
39 7664 4993 51
35 6371 5008 51
32 6201 4201 51
44 8624 774 52
42 8239 1554 52
38 7470 1845 52
42 8239 1554 53
40 7873 2588 53
38 7470 1845 53
25 4472 1417 54
46 8938 499 54
44 8624 774 54
49 9871 3735 55
47 9689 2843 55
48 9827 71 55
49 9871 3735 56
43 8471 8441 56
45 8894 6418 56
