V x y Q
68 981.0 918.0 0
70 965.0 788.0 0
71 970.5 532.5 0
72 982.0 717.0 0
70 965.0 788.0 1
66 949.0 658.0 1
73 959.0 348.0 1
71 970.5 532.5 1
73 959.0 348.0 2
67 969.0 38.0 2
74 976.0 277.0 2
71 970.5 532.5 2
74 976.0 277.0 3
69 983.0 516.0 3
72 982.0 717.0 3
71 970.5 532.5 3
64 928.0 51.0 4
75 702.0 56.0 4
76 603.0 43.25 4
77 929.0 32.5 4
75 702.0 56.0 5
38 476.0 61.0 5
78 277.0 54.0 5
76 603.0 43.25 5
78 277.0 54.0 6
4 78.0 47.0 6
79 504.0 30.5 6
76 603.0 43.25 6
79 504.0 30.5 7
65 930.0 14.0 7
77 929.0 32.5 7
76 603.0 43.25 7
39 511.0 901.0 8
80 482.0 633.5 8
81 494.75 462.5 8
82 525.0 711.5 8
80 482.0 633.5 9
37 453.0 366.0 9
83 464.5 213.5 9
81 494.75 462.5 9
83 464.5 213.5 10
38 476.0 61.0 10
84 507.5 291.5 10
81 494.75 462.5 10
84 507.5 291.5 11
40 539.0 522.0 11
82 525.0 711.5 11
81 494.75 462.5 11
22 297.0 303.0 12
85 287.5 623.0 12
86 288.75 414.5 12
87 294.5 249.5 12
85 287.5 623.0 13
19 278.0 943.0 13
88 283.0 579.5 13
86 288.75 414.5 13
88 283.0 579.5 14
20 288.0 216.0 14
89 290.0 206.0 14
86 288.75 414.5 14
89 290.0 206.0 15
21 292.0 196.0 15
87 294.5 249.5 15
86 288.75 414.5 15
52 766.0 374.0 16
90 750.5 604.5 16
91 725.25 437.5 16
92 751.0 236.0 16
90 750.5 604.5 17
50 735.0 835.0 17
93 699.5 639.0 17
91 725.25 437.5 17
93 699.5 639.0 18
47 664.0 443.0 18
94 700.0 270.5 18
91 725.25 437.5 18
94 700.0 270.5 19
51 736.0 98.0 19
92 751.0 236.0 19
91 725.25 437.5 19
30 375.0 790.0 20
95 359.5 821.5 20
96 361.75 484.75 20
97 370.0 467.5 20
95 359.5 821.5 21
26 344.0 853.0 21
98 353.5 502.0 21
96 361.75 484.75 21
98 353.5 502.0 22
28 363.0 151.0 22
99 364.0 148.0 22
96 361.75 484.75 22
99 364.0 148.0 23
29 365.0 145.0 23
97 370.0 467.5 23
96 361.75 484.75 23
17 258.0 884.0 24
100 252.5 829.0 24
101 253.0 615.75 24
102 264.0 742.0 24
100 252.5 829.0 25
16 247.0 774.0 25
103 242.0 489.5 25
101 253.0 615.75 25
103 242.0 489.5 26
14 237.0 205.0 26
104 253.5 402.5 26
101 253.0 615.75 26
104 253.5 402.5 27
18 270.0 600.0 27
102 264.0 742.0 27
101 253.0 615.75 27
61 866.0 561.0 28
105 831.0 769.0 28
106 833.5 573.25 28
107 857.5 437.0 28
105 831.0 769.0 29
57 796.0 977.0 29
108 809.5 709.5 29
106 833.5 573.25 29
108 809.5 709.5 30
59 823.0 442.0 30
109 836.0 377.5 30
106 833.5 573.25 30
109 836.0 377.5 31
60 849.0 313.0 31
107 857.5 437.0 31
106 833.5 573.25 31
5 79.0 313.0 32
110 63.5 512.0 32
111 55.5 312.25 32
112 78.5 180.0 32
110 63.5 512.0 33
3 48.0 711.0 33
113 32.5 444.5 33
111 55.5 312.25 33
113 32.5 444.5 34
1 17.0 178.0 34
114 47.5 112.5 34
111 55.5 312.25 34
114 47.5 112.5 35
4 78.0 47.0 35
112 78.5 180.0 35
111 55.5 312.25 35
7 131.0 969.0 36
115 89.5 840.0 36
116 108.75 705.5 36
117 136.5 902.0 36
115 89.5 840.0 37
3 48.0 711.0 37
118 81.0 509.0 37
116 108.75 705.5 37
118 81.0 509.0 38
6 114.0 307.0 38
119 128.0 571.0 38
116 108.75 705.5 38
119 128.0 571.0 39
8 142.0 835.0 39
117 136.5 902.0 39
116 108.75 705.5 39
26 344.0 853.0 40
120 327.5 675.5 40
121 323.5 524.5 40
122 345.5 702.0 40
120 327.5 675.5 41
24 311.0 498.0 41
123 301.5 347.0 41
121 323.5 524.5 41
123 301.5 347.0 42
21 292.0 196.0 42
124 319.5 373.5 42
121 323.5 524.5 42
124 319.5 373.5 43
27 347.0 551.0 43
122 345.5 702.0 43
121 323.5 524.5 43
66 949.0 658.0 44
125 909.0 676.5 44
126 909.5 450.0 44
127 938.5 354.5 44
