V x y Q
0 10.0 19.0 0
90 19.5 28.5 0
91 25.67 158.0 0
92 24.0 218.0 0
90 19.5 28.5 1
1 29.0 38.0 1
93 33.5 227.5 1
91 25.67 158.0 1
93 33.5 227.5 2
3 38.0 417.0 2
92 24.0 218.0 2
91 25.67 158.0 2
3 38.0 417.0 3
94 35.5 561.0 3
95 27.0 380.33 3
92 24.0 218.0 3
94 35.5 561.0 4
2 33.0 705.0 4
96 21.5 362.0 4
95 27.0 380.33 4
96 21.5 362.0 5
0 10.0 19.0 5
92 24.0 218.0 5
95 27.0 380.33 5
2 33.0 705.0 6
97 48.0 678.0 6
98 71.0 694.67 6
99 75.0 716.5 6
97 48.0 678.0 7
5 63.0 651.0 7
100 90.0 689.5 7
98 71.0 694.67 7
100 90.0 689.5 8
11 117.0 728.0 8
99 75.0 716.5 8
98 71.0 694.67 8
3 38.0 417.0 9
93 33.5 227.5 9
101 57.67 232.33 9
102 72.0 329.5 9
93 33.5 227.5 10
1 29.0 38.0 10
103 67.5 140.0 10
101 57.67 232.33 10
103 67.5 140.0 11
8 106.0 242.0 11
102 72.0 329.5 11
101 57.67 232.33 11
5 63.0 651.0 12
97 48.0 678.0 12
104 44.67 591.0 12
105 50.5 534.0 12
97 48.0 678.0 13
2 33.0 705.0 13
94 35.5 561.0 13
104 44.67 591.0 13
94 35.5 561.0 14
3 38.0 417.0 14
105 50.5 534.0 14
104 44.67 591.0 14
4 41.0 854.0 15
106 66.5 862.5 15
107 67.33 881.33 15
108 55.0 886.5 15
106 66.5 862.5 16
7 92.0 871.0 16
109 80.5 895.0 16
107 67.33 881.33 16
109 80.5 895.0 17
6 69.0 919.0 17
108 55.0 886.5 17
107 67.33 881.33 17
3 38.0 417.0 18
110 85.0 382.5 18
111 105.0 399.0 18
112 91.5 424.5 18
110 85.0 382.5 19
14 132.0 348.0 19
113 138.5 390.0 19
111 105.0 399.0 19
113 138.5 390.0 20
15 145.0 432.0 20
112 91.5 424.5 20
111 105.0 399.0 20
4 41.0 854.0 21
114 74.0 796.5 21
115 80.0 821.33 21
106 66.5 862.5 21
114 74.0 796.5 22
9 107.0 739.0 22
116 99.5 805.0 22
115 80.0 821.33 22
116 99.5 805.0 23
7 92.0 871.0 23
106 66.5 862.5 23
115 80.0 821.33 23
3 38.0 417.0 24
102 72.0 329.5 24
117 92.0 335.67 24
110 85.0 382.5 24
102 72.0 329.5 25
8 106.0 242.0 25
118 119.0 295.0 25
117 92.0 335.67 25
118 119.0 295.0 26
14 132.0 348.0 26
110 85.0 382.5 26
117 92.0 335.67 26
9 107.0 739.0 27
114 74.0 796.5 27
119 60.33 766.0 27
120 70.0 722.0 27
114 74.0 796.5 28
4 41.0 854.0 28
121 37.0 779.5 28
119 60.33 766.0 28
121 37.0 779.5 29
2 33.0 705.0 29
120 70.0 722.0 29
119 60.33 766.0 29
9 107.0 739.0 30
122 112.0 733.5 30
123 112.0 735.67 30
124 109.5 739.5 30
122 112.0 733.5 31
11 117.0 728.0 31
125 114.5 734.0 31
123 112.0 735.67 31
125 114.5 734.0 32
10 112.0 740.0 32
124 109.5 739.5 32
123 112.0 735.67 32
10 112.0 740.0 33
126 102.0 805.5 33
127 103.67 783.33 33
124 109.5 739.5 33
126 102.0 805.5 34
7 92.0 871.0 34
116 99.5 805.0 34
127 103.67 783.33 34
116 99.5 805.0 35
9 107.0 739.0 35
124 109.5 739.5 35
127 103.67 783.33 35
11 117.0 728.0 36
122 112.0 733.5 36
128 85.67 724.0 36
99 75.0 716.5 36
122 112.0 733.5 37
9 107.0 739.0 37
120 70.0 722.0 37
128 85.67 724.0 37
120 70.0 722.0 38
2 33.0 705.0 38
99 75.0 716.5 38
128 85.67 724.0 38
10 112.0 740.0 39
125 114.5 734.0 39
129 133.0 756.0 39
130 141.0 770.0 39
125 114.5 734.0 40
11 117.0 728.0 40
131 143.5 764.0 40
129 133.0 756.0 40
131 143.5 764.0 41
17 170.0 800.0 41
130 141.0 770.0 41
129 133.0 756.0 41
11 117.0 728.0 42
132 123.0 712.5 42
133 138.67 741.67 42
131 143.5 764.0 42
132 123.0 712.5 43
13 129.0 697.0 43
134 149.5 748.5 43
133 138.67 741.67 43
134 149.5 748.5 44
17 170.0 800.0 44
131 143.5 764.0 44
133 138.67 741.67 44
12 128.0 865.0 45
135 110.0 868.0 45
136 110.67 825.33 45
137 120.0 802.5 45
135 110.0 868.0 46
7 92.0 871.0 46
126 102.0 805.5 46
136 110.67 825.33 46
126 102.0 805.5 47
10 112.0 740.0 47
137 120.0 802.5 47
136 110.67 825.33 47
12 128.0 865.0 48
138 98.5 892.0 48
139 96.33 885.0 48
135 110.0 868.0 48
138 98.5 892.0 49
6 69.0 919.0 49
109 80.5 895.0 49
139 96.33 885.0 49
109 80.5 895.0 50
7 92.0 871.0 50
135 110.0 868.0 50
139 96.33 885.0 50
13 129.0 697.0 51
132 123.0 712.5 51
140 103.0 692.0 51
141 96.0 674.0 51
132 123.0 712.5 52
11 117.0 728.0 52
100 90.0 689.5 52
140 103.0 692.0 52
100 90.0 689.5 53
5 63.0 651.0 53
141 96.0 674.0 53
140 103.0 692.0 53
15 145.0 432.0 54
142 104.0 541.5 54
143 82.0 500.0 54
112 91.5 424.5 54
142 104.0 541.5 55
5 63.0 651.0 55
105 50.5 534.0 55
143 82.0 500.0 55
105 50.5 534.0 56
3 38.0 417.0 56
112 91.5 424.5 56
143 82.0 500.0 56
5 63.0 651.0 57
142 104.0 541.5 57
144 140.67 519.67 57
145 138.5 563.5 57
142 104.0 541.5 58
15 145.0 432.0 58
146 179.5 454.0 58
144 140.67 519.67 58
146 179.5 454.0 59
19 214.0 476.0 59
145 138.5 563.5 59
144 140.67 519.67 59
19 214.0 476.0 60
147 171.5 586.5 60
148 135.33 608.0 60
145 138.5 563.5 60
147 171.5 586.5 61
13 129.0 697.0 61
141 96.0 674.0 61
148 135.33 608.0 61
141 96.0 674.0 62
5 63.0 651.0 62
145 138.5 563.5 62
148 135.33 608.0 62
16 166.0 38.0 63
149 97.5 38.0 63
150 68.33 31.67 63
151 88.0 28.5 63
149 97.5 38.0 64
1 29.0 38.0 64
90 19.5 28.5 64
150 68.33 31.67 64
90 19.5 28.5 65
0 10.0 19.0 65
151 88.0 28.5 65
150 68.33 31.67 65
1 29.0 38.0 66
149 97.5 38.0 66
152 122.0 53.67 66
153 100.0 61.5 66
149 97.5 38.0 67
16 166.0 38.0 67
154 168.5 61.5 67
152 122.0 53.67 67
154 168.5 61.5 68
18 171.0 85.0 68
153 100.0 61.5 68
152 122.0 53.67 68
18 171.0 85.0 69
155 138.5 163.5 69
156 102.0 121.67 69
153 100.0 61.5 69
155 138.5 163.5 70
8 106.0 242.0 70
103 67.5 140.0 70
156 102.0 121.67 70
103 67.5 140.0 71
1 29.0 38.0 71
153 100.0 61.5 71
156 102.0 121.67 71
8 106.0 242.0 72
155 138.5 163.5 72
157 201.33 190.33 72
158 216.5 243.0 72
155 138.5 163.5 73
18 171.0 85.0 73
159 249.0 164.5 73
157 201.33 190.33 73
159 249.0 164.5 74
29 327.0 244.0 74
158 216.5 243.0 74
157 201.33 190.33 74
20 215.0 341.0 75
160 173.5 344.5 75
161 151.0 310.33 75
162 160.5 291.5 75
160 173.5 344.5 76
14 132.0 348.0 76
118 119.0 295.0 76
161 151.0 310.33 76
118 119.0 295.0 77
8 106.0 242.0 77
162 160.5 291.5 77
161 151.0 310.33 77
17 170.0 800.0 78
163 149.0 832.5 78
164 136.67 801.67 78
130 141.0 770.0 78
163 149.0 832.5 79
12 128.0 865.0 79
137 120.0 802.5 79
164 136.67 801.67 79
137 120.0 802.5 80
10 112.0 740.0 80
130 141.0 770.0 80
164 136.67 801.67 80
21 225.0 408.0 81
165 185.0 420.0 81
166 167.33 396.0 81
167 178.5 378.0 81
165 185.0 420.0 82
15 145.0 432.0 82
113 138.5 390.0 82
166 167.33 396.0 82
113 138.5 390.0 83
14 132.0 348.0 83
167 178.5 378.0 83
166 167.33 396.0 83
14 132.0 348.0 84
160 173.5 344.5 84
168 190.67 365.67 84
167 178.5 378.0 84
160 173.5 344.5 85
20 215.0 341.0 85
169 220.0 374.5 85
168 190.67 365.67 85
169 220.0 374.5 86
21 225.0 408.0 86
167 178.5 378.0 86
168 190.67 365.67 86
13 129.0 697.0 87
147 171.5 586.5 87
170 217.0 605.0 87
171 218.5 669.5 87
147 171.5 586.5 88
19 214.0 476.0 88
172 261.0 559.0 88
170 217.0 605.0 88
172 261.0 559.0 89
25 308.0 642.0 89
171 218.5 669.5 89
170 217.0 605.0 89
18 171.0 85.0 90
173 236.0 55.5 90
