V x y t
0 17 614 0
1 29 222 0
2 48 868 0
3 50 761 1
2 48 868 1
1 29 222 1
4 55 947 2
2 48 868 2
3 50 761 2
4 55 947 3
0 17 614 3
2 48 868 3
5 73 925 4
3 50 761 4
1 29 222 4
5 73 925 5
4 55 947 5
3 50 761 5
6 75 516 6
5 73 925 6
1 29 222 6
7 98 115 7
6 75 516 7
1 29 222 7
7 98 115 8
5 73 925 8
6 75 516 8
8 128 143 9
5 73 925 9
7 98 115 9
9 202 68 10
8 128 143 10
7 98 115 10
9 202 68 11
5 73 925 11
8 128 143 11
10 214 47 12
9 202 68 12
7 98 115 12
10 214 47 13
5 73 925 13
9 202 68 13
11 250 900 14
5 73 925 14
10 214 47 14
11 250 900 15
4 55 947 15
5 73 925 15
12 283 405 16
11 250 900 16
10 214 47 16
13 294 841 17
11 250 900 17
12 283 405 17
14 311 631 18
13 294 841 18
12 283 405 18
15 321 538 19
12 283 405 19
10 214 47 19
15 321 538 20
14 311 631 20
12 283 405 20
15 321 538 21
13 294 841 21
14 311 631 21
16 331 105 22
15 321 538 22
10 214 47 22
17 342 267 23
15 321 538 23
16 331 105 23
18 362 232 24
17 342 267 24
16 331 105 24
18 362 232 25
15 321 538 25
17 342 267 25
18 362 232 26
13 294 841 26
15 321 538 26
19 366 753 27
13 294 841 27
18 362 232 27
19 366 753 28
11 250 900 28
13 294 841 28
20 386 261 29
18 362 232 29
16 331 105 29
20 386 261 30
19 366 753 30
18 362 232 30
21 408 132 31
16 331 105 31
10 214 47 31
21 408 132 32
20 386 261 32
16 331 105 32
21 408 132 33
19 366 753 33
20 386 261 33
22 424 676 34
19 366 753 34
21 408 132 34
23 447 768 35
22 424 676 35
21 408 132 35
23 447 768 36
19 366 753 36
22 424 676 36
23 447 768 37
11 250 900 37
19 366 753 37
24 456 249 38
23 447 768 38
21 408 132 38
25 504 808 39
23 447 768 39
24 456 249 39
25 504 808 40
11 250 900 40
23 447 768 40
26 520 898 41
25 504 808 41
24 456 249 41
26 520 898 42
11 250 900 42
25 504 808 42
26 520 898 43
4 55 947 43
11 250 900 43
27 520 845 44
26 520 898 44
24 456 249 44
28 521 486 45
27 520 845 45
24 456 249 45
28 521 486 46
26 520 898 46
27 520 845 46
29 548 736 47
26 520 898 47
28 521 486 47
30 562 687 48
29 548 736 48
28 521 486 48
30 562 687 49
26 520 898 49
29 548 736 49
31 571 848 50
26 520 898 50
30 562 687 50
32 572 825 51
31 571 848 51
30 562 687 51
33 572 558 52
28 521 486 52
24 456 249 52
33 572 558 53
30 562 687 53
28 521 486 53
33 572 558 54
32 572 825 54
30 562 687 54
34 583 763 55
32 572 825 55
33 572 558 55
34 583 763 56
31 571 848 56
32 572 825 56
35 591 463 57
24 456 249 57
21 408 132 57
35 591 463 58
33 572 558 58
24 456 249 58
35 591 463 59
34 583 763 59
33 572 558 59
36 608 965 60
34 583 763 60
35 591 463 60
36 608 965 61
31 571 848 61
34 583 763 61
36 608 965 62
26 520 898 62
31 571 848 62
36 608 965 63
4 55 947 63
26 520 898 63
37 616 986 64
36 608 965 64
35 591 463 64
37 616 986 65
4 55 947 65
36 608 965 65
38 617 438 66
35 591 463 66
21 408 132 66
38 617 438 67
37 616 986 67
35 591 463 67
39 629 706 68
37 616 986 68
38 617 438 68
40 629 552 69
39 629 706 69
38 617 438 69
41 639 299 70
38 617 438 70
21 408 132 70
41 639 299 71
40 629 552 71
38 617 438 71
41 639 299 72
39 629 706 72
40 629 552 72
42 640 717 73
39 629 706 73
41 639 299 73
42 640 717 74
37 616 986 74
39 629 706 74
43 644 407 75
42 640 717 75
41 639 299 75
44 647 810 76
42 640 717 76
43 644 407 76
44 647 810 77
37 616 986 77
42 640 717 77
45 650 754 78
44 647 810 78
43 644 407 78
46 660 515 79
43 644 407 79
41 639 299 79
46 660 515 80
45 650 754 80
43 644 407 80
47 660 942 81
45 650 754 81
46 660 515 81
47 660 942 82
44 647 810 82
45 650 754 82
47 660 942 83
37 616 986 83
44 647 810 83
48 666 380 84
46 660 515 84
41 639 299 84
48 666 380 85
47 660 942 85
46 660 515 85
49 691 283 86
41 639 299 86
21 408 132 86
49 691 283 87
48 666 380 87
41 639 299 87
49 691 283 88
47 660 942 88
48 666 380 88
50 695 220 89
21 408 132 89
10 214 47 89
50 695 220 90
49 691 283 90
21 408 132 90
50 695 220 91
47 660 942 91
49 691 283 91
51 698 918 92
47 660 942 92
50 695 220 92
51 698 918 93
37 616 986 93
47 660 942 93
52 708 195 94
50 695 220 94
10 214 47 94
52 708 195 95
51 698 918 95
50 695 220 95
53 708 589 96
51 698 918 96
52 708 195 96
54 710 291 97
53 708 589 97
52 708 195 97
55 713 824 98
53 708 589 98
54 710 291 98
55 713 824 99
51 698 918 99
53 708 589 99
56 719 73 100
52 708 195 100
10 214 47 100
56 719 73 101
54 710 291 101
52 708 195 101
56 719 73 102
55 713 824 102
54 710 291 102
57 722 527 103
55 713 824 103
56 719 73 103
58 756 102 104
57 722 527 104
56 719 73 104
58 756 102 105
55 713 824 105
57 722 527 105
59 767 131 106
55 713 824 106
58 756 102 106
60 780 270 107
55 713 824 107
59 767 131 107
61 802 260 108
60 780 270 108
59 767 131 108
61 802 260 109
55 713 824 109
60 780 270 109
62 819 788 110
55 713 824 110
61 802 260 110
62 819 788 111
51 698 918 111
55 713 824 111
63 828 237 112
59 767 131 112
58 756 102 112
63 828 237 113
61 802 260 113
59 767 131 113
63 828 237 114
62 819 788 114
61 802 260 114
64 834 374 115
62 819 788 115
63 828 237 115
65 859 481 116
64 834 374 116
63 828 237 116
65 859 481 117
62 819 788 117
64 834 374 117
66 863 784 118
62 819 788 118
65 859 481 118
66 863 784 119
51 698 918 119
62 819 788 119
66 863 784 120
37 616 986 120
51 698 918 120
67 866 651 121
66 863 784 121
65 859 481 121
68 887 300 122
63 828 237 122
58 756 102 122
68 887 300 123
65 859 481 123
63 828 237 123
68 887 300 124
67 866 651 124
65 859 481 124
68 887 300 125
66 863 784 125
67 866 651 125
69 889 709 126
66 863 784 126
68 887 300 126
70 892 522 127
69 889 709 127
68 887 300 127
71 900 755 128
70 892 522 128
68 887 300 128
71 900 755 129
69 889 709 129
70 892 522 129
71 900 755 130
66 863 784 130
69 889 709 130
71 900 755 131
37 616 986 131
66 863 784 131
72 911 576 132
71 900 755 132
68 887 300 132
73 912 107 133
58 756 102 133
56 719 73 133
73 912 107 134
68 887 300 134
58 756 102 134
73 912 107 135
72 911 576 135
68 887 300 135
74 918 725 136
72 911 576 136
73 912 107 136
74 918 725 137
71 900 755 137
72 911 576 137
75 945 617 138
